title,date,url,image_url
"Wiener Schnitzel Restaurant, Las Cruces, New Mexico",2003,https://www.loc.gov/pictures/item/2017702248/,https://cdn.loc.gov/service/pnp/mrg/00100/00134v.jpg
"Kentucky Fried Chicken, Route 93, Boulder City, Nevada",2003,https://www.loc.gov/pictures/item/2017702249/,https://cdn.loc.gov/service/pnp/mrg/00100/00135v.jpg
"McDonald's, Route 11, Birmingham, Alabama",1980,https://www.loc.gov/pictures/item/2017702250/,https://cdn.loc.gov/service/pnp/mrg/00100/00136v.jpg
"McDonald's, Foothill Boulevard, Azusa, California",1979,https://www.loc.gov/pictures/item/2017702251/,https://cdn.loc.gov/service/pnp/mrg/00100/00137v.jpg
"Wooden Shoe Cafe, Routes 22 & 3, Norwood, Ohio",1980,https://www.loc.gov/pictures/item/2017702252/,https://cdn.loc.gov/service/pnp/mrg/00100/00138v.jpg
"Re Ball Cafe, front view, 4th Street, Albuquerque, New Mexico",1979,https://www.loc.gov/pictures/item/2017702253/,https://cdn.loc.gov/service/pnp/mrg/00100/00139v.jpg
"The Cavalier (""where special people congregate""), 114 Fifth Avenue, La Crosse, Wisconsin",2003,https://www.loc.gov/pictures/item/2017702254/,https://cdn.loc.gov/service/pnp/mrg/00100/00140v.jpg
"Kristine's Restaurant, straight-on view, Route 1, Lake Worth, Florida",1990,https://www.loc.gov/pictures/item/2017702255/,https://cdn.loc.gov/service/pnp/mrg/00100/00141v.jpg
"Kristine's Restaurant, vertical corner detail, Route 1, Lake Worth, Florida",1990,https://www.loc.gov/pictures/item/2017702256/,https://cdn.loc.gov/service/pnp/mrg/00100/00142v.jpg
"Belmont Restaurant, 30 Church Avenue Southeast, Roanoke, Virginia",1982,https://www.loc.gov/pictures/item/2017702257/,https://cdn.loc.gov/service/pnp/mrg/00100/00143v.jpg
"Tower Restaurant, angle 1, University Avenue and Reno Drive, San Diego, California",1979,https://www.loc.gov/pictures/item/2017702258/,https://cdn.loc.gov/service/pnp/mrg/00100/00144v.jpg
"Tower Restaurant, angle 2, University Avenue and Rene Drive, San Diego, California",1979,https://www.loc.gov/pictures/item/2017702259/,https://cdn.loc.gov/service/pnp/mrg/00100/00145v.jpg
"Stuart's Restaurant and Cocktail Lounge, overall, straight-on view, Route 12, Worcester, Massachusetts",1984,https://www.loc.gov/pictures/item/2017702260/,https://cdn.loc.gov/service/pnp/mrg/00100/00146v.jpg
"Stuart's Restaurant, angle detail, Route 12, Worcester, Massachusetts",1984,https://www.loc.gov/pictures/item/2017702261/,https://cdn.loc.gov/service/pnp/mrg/00100/00147v.jpg
"Rolando Woods Inn, overall diagonal view, Route 16, Blue Ridge Summit, Pennsylvania",1982,https://www.loc.gov/pictures/item/2017702262/,https://cdn.loc.gov/service/pnp/mrg/00100/00148v.jpg
"Sammy's Seafood House, Route 90, Lake Charles, Louisiana",1979,https://www.loc.gov/pictures/item/2017702263/,https://cdn.loc.gov/service/pnp/mrg/00100/00149v.jpg
"Roussel's Restaurant, Route 61, La Place, Louisiana",1979,https://www.loc.gov/pictures/item/2017702264/,https://cdn.loc.gov/service/pnp/mrg/00100/00150v.jpg
"Half Way Inn, Route 95, New Meadows, Idaho",1980,https://www.loc.gov/pictures/item/2017702265/,https://cdn.loc.gov/service/pnp/mrg/00100/00151v.jpg
"George Joe Restaurant, horizontal view, Murray Drive & Grossmont Boulevard, La Mesa, California",1977,https://www.loc.gov/pictures/item/2017702266/,https://cdn.loc.gov/service/pnp/mrg/00100/00152v.jpg
"Sing Hai Chinese Restaurant, Phoenix, Arizona",1979,https://www.loc.gov/pictures/item/2017702267/,https://cdn.loc.gov/service/pnp/mrg/00100/00153v.jpg
"Chinese Tea Garden, Main Street, Decatur, Illinois",1980,https://www.loc.gov/pictures/item/2017702268/,https://cdn.loc.gov/service/pnp/mrg/00100/00154v.jpg
"Jimmy Woo's Pagoda, horizontal view, Route 53, Eau Claire, Wisconsin",1980,https://www.loc.gov/pictures/item/2017702269/,https://cdn.loc.gov/service/pnp/mrg/00100/00155v.jpg
